event_id,target,target_output,support_k_per_class,support_k_total,method,readout,raw_prediction,candidate_scores_json,prediction,correct
521545,Phee,A,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.224743127822876,""mean_token_logprob"":-1.224743127822876,""token_logprobs"":[-1.224743127822876]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.537243127822876,""mean_token_logprob"":-1.537243127822876,""token_logprobs"":[-1.537243127822876]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.724743127822876,""mean_token_logprob"":-1.724743127822876,""token_logprobs"":[-1.724743127822876]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.912243127822876,""mean_token_logprob"":-3.912243127822876,""token_logprobs"":[-3.912243127822876]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-4.224742889404297,""mean_token_logprob"":-4.224742889404297,""token_logprobs"":[-4.224742889404297]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.537243127822876,""mean_token_logprob"":-1.537243127822876,""token_logprobs"":[-1.537243127822876]}]",F,false
52861,Trill,C,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.2872262001037598,""mean_token_logprob"":-1.2872262001037598,""token_logprobs"":[-1.2872262001037598]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.5997262001037598,""mean_token_logprob"":-1.5997262001037598,""token_logprobs"":[-1.5997262001037598]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.6622262001037598,""mean_token_logprob"":-1.6622262001037598,""token_logprobs"":[-1.6622262001037598]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.2872262001037598,""mean_token_logprob"":-3.2872262001037598,""token_logprobs"":[-3.2872262001037598]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.5997262001037598,""mean_token_logprob"":-3.5997262001037598,""token_logprobs"":[-3.5997262001037598]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.7247262001037598,""mean_token_logprob"":-1.7247262001037598,""token_logprobs"":[-1.7247262001037598]}]",F,false
533988,Seep,B,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.3776201009750366,""mean_token_logprob"":-1.3776201009750366,""token_logprobs"":[-1.3776201009750366]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.4401201009750366,""mean_token_logprob"":-1.4401201009750366,""token_logprobs"":[-1.4401201009750366]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.6276201009750366,""mean_token_logprob"":-1.6276201009750366,""token_logprobs"":[-1.6276201009750366]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.627620220184326,""mean_token_logprob"":-3.627620220184326,""token_logprobs"":[-3.627620220184326]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.940120220184326,""mean_token_logprob"":-3.940120220184326,""token_logprobs"":[-3.940120220184326]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.6276201009750366,""mean_token_logprob"":-1.6276201009750366,""token_logprobs"":[-1.6276201009750366]}]",F,false
54180,Phee,A,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.460397720336914,""mean_token_logprob"":-1.460397720336914,""token_logprobs"":[-1.460397720336914]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.585397720336914,""mean_token_logprob"":-1.585397720336914,""token_logprobs"":[-1.585397720336914]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.585397720336914,""mean_token_logprob"":-1.585397720336914,""token_logprobs"":[-1.585397720336914]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.710397720336914,""mean_token_logprob"":-3.710397720336914,""token_logprobs"":[-3.710397720336914]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-4.272897720336914,""mean_token_logprob"":-4.272897720336914,""token_logprobs"":[-4.272897720336914]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.522897720336914,""mean_token_logprob"":-1.522897720336914,""token_logprobs"":[-1.522897720336914]}]",F,false
547929,Twitter,E,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.4361249208450317,""mean_token_logprob"":-1.4361249208450317,""token_logprobs"":[-1.4361249208450317]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.5611249208450317,""mean_token_logprob"":-1.5611249208450317,""token_logprobs"":[-1.5611249208450317]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.6236249208450317,""mean_token_logprob"":-1.6236249208450317,""token_logprobs"":[-1.6236249208450317]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.498624801635742,""mean_token_logprob"":-3.498624801635742,""token_logprobs"":[-3.498624801635742]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.811124801635742,""mean_token_logprob"":-3.811124801635742,""token_logprobs"":[-3.811124801635742]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.6236249208450317,""mean_token_logprob"":-1.6236249208450317,""token_logprobs"":[-1.6236249208450317]}]",F,false
547992,Phee,A,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.38859224319458,""mean_token_logprob"":-1.38859224319458,""token_logprobs"":[-1.38859224319458]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.57609224319458,""mean_token_logprob"":-1.57609224319458,""token_logprobs"":[-1.57609224319458]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.63859224319458,""mean_token_logprob"":-1.63859224319458,""token_logprobs"":[-1.63859224319458]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.20109224319458,""mean_token_logprob"":-3.20109224319458,""token_logprobs"":[-3.20109224319458]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.57609224319458,""mean_token_logprob"":-3.57609224319458,""token_logprobs"":[-3.57609224319458]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.57609224319458,""mean_token_logprob"":-1.57609224319458,""token_logprobs"":[-1.57609224319458]}]",F,false
548798,Trill,C,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.3855103254318237,""mean_token_logprob"":-1.3855103254318237,""token_logprobs"":[-1.3855103254318237]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.5730103254318237,""mean_token_logprob"":-1.5730103254318237,""token_logprobs"":[-1.5730103254318237]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.5730103254318237,""mean_token_logprob"":-1.5730103254318237,""token_logprobs"":[-1.5730103254318237]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.5105104446411133,""mean_token_logprob"":-3.5105104446411133,""token_logprobs"":[-3.5105104446411133]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.3230104446411133,""mean_token_logprob"":-3.3230104446411133,""token_logprobs"":[-3.3230104446411133]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.7605103254318237,""mean_token_logprob"":-1.7605103254318237,""token_logprobs"":[-1.7605103254318237]}]",F,false
56195,Trill,C,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.3143086433410645,""mean_token_logprob"":-1.3143086433410645,""token_logprobs"":[-1.3143086433410645]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.6268086433410645,""mean_token_logprob"":-1.6268086433410645,""token_logprobs"":[-1.6268086433410645]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.6893086433410645,""mean_token_logprob"":-1.6893086433410645,""token_logprobs"":[-1.6893086433410645]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.3143086433410645,""mean_token_logprob"":-3.3143086433410645,""token_logprobs"":[-3.3143086433410645]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.9393086433410645,""mean_token_logprob"":-3.9393086433410645,""token_logprobs"":[-3.9393086433410645]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.6268086433410645,""mean_token_logprob"":-1.6268086433410645,""token_logprobs"":[-1.6268086433410645]}]",F,false
580149,Trill,C,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.48965322971344,""mean_token_logprob"":-1.48965322971344,""token_logprobs"":[-1.48965322971344]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.36465322971344,""mean_token_logprob"":-1.36465322971344,""token_logprobs"":[-1.36465322971344]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.48965322971344,""mean_token_logprob"":-1.48965322971344,""token_logprobs"":[-1.48965322971344]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.9271531105041504,""mean_token_logprob"":-3.9271531105041504,""token_logprobs"":[-3.9271531105041504]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.9896531105041504,""mean_token_logprob"":-3.9896531105041504,""token_logprobs"":[-3.9896531105041504]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.73965322971344,""mean_token_logprob"":-1.73965322971344,""token_logprobs"":[-1.73965322971344]}]",A,false
580352,Phee,A,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.4651378393173218,""mean_token_logprob"":-1.4651378393173218,""token_logprobs"":[-1.4651378393173218]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.5276378393173218,""mean_token_logprob"":-1.5276378393173218,""token_logprobs"":[-1.5276378393173218]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.6526378393173218,""mean_token_logprob"":-1.6526378393173218,""token_logprobs"":[-1.6526378393173218]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.4026379585266113,""mean_token_logprob"":-3.4026379585266113,""token_logprobs"":[-3.4026379585266113]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.6526379585266113,""mean_token_logprob"":-3.6526379585266113,""token_logprobs"":[-3.6526379585266113]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.5276378393173218,""mean_token_logprob"":-1.5276378393173218,""token_logprobs"":[-1.5276378393173218]}]",F,false
590590,Phee,A,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.393291711807251,""mean_token_logprob"":-1.393291711807251,""token_logprobs"":[-1.393291711807251]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.643291711807251,""mean_token_logprob"":-1.643291711807251,""token_logprobs"":[-1.643291711807251]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.580791711807251,""mean_token_logprob"":-1.580791711807251,""token_logprobs"":[-1.580791711807251]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.018291711807251,""mean_token_logprob"":-3.018291711807251,""token_logprobs"":[-3.018291711807251]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.830791711807251,""mean_token_logprob"":-3.830791711807251,""token_logprobs"":[-3.830791711807251]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.580791711807251,""mean_token_logprob"":-1.580791711807251,""token_logprobs"":[-1.580791711807251]}]",F,false
592253,Trill,C,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.2561649084091187,""mean_token_logprob"":-1.2561649084091187,""token_logprobs"":[-1.2561649084091187]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.6311649084091187,""mean_token_logprob"":-1.6311649084091187,""token_logprobs"":[-1.6311649084091187]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.6936649084091187,""mean_token_logprob"":-1.6936649084091187,""token_logprobs"":[-1.6936649084091187]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.443665027618408,""mean_token_logprob"":-3.443665027618408,""token_logprobs"":[-3.443665027618408]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.568665027618408,""mean_token_logprob"":-3.568665027618408,""token_logprobs"":[-3.568665027618408]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.6936649084091187,""mean_token_logprob"":-1.6936649084091187,""token_logprobs"":[-1.6936649084091187]}]",F,false
592286,Twitter,E,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.4576166868209839,""mean_token_logprob"":-1.4576166868209839,""token_logprobs"":[-1.4576166868209839]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.2701166868209839,""mean_token_logprob"":-1.2701166868209839,""token_logprobs"":[-1.2701166868209839]},{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.3951166868209839,""mean_token_logprob"":-1.3951166868209839,""token_logprobs"":[-1.3951166868209839]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-4.145116806030273,""mean_token_logprob"":-4.145116806030273,""token_logprobs"":[-4.145116806030273]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-4.145116806030273,""mean_token_logprob"":-4.145116806030273,""token_logprobs"":[-4.145116806030273]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-2.0201168060302734,""mean_token_logprob"":-2.0201168060302734,""token_logprobs"":[-2.0201168060302734]}]",A,false
