model_id,event_id,condition,target,raw_prediction,prediction,correct,batch_size
Qwen/Qwen2.5-Omni-7B,667865,full_0-8k,Infant Cry,Seep,Seep,false,1
Qwen/Qwen2.5-Omni-7B,667905,full_0-8k,Infant Cry,Seep,Seep,false,1
Qwen/Qwen2.5-Omni-7B,670039,full_0-8k,Infant Cry,Seep,Seep,false,1
Qwen/Qwen2.5-Omni-7B,691528,full_0-8k,Infant Cry,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,693164,full_0-8k,Infant Cry,Seep,Seep,false,1
Qwen/Qwen2.5-Omni-7B,731937,full_0-8k,Infant Cry,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,742006,full_0-8k,Infant Cry,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,763863,full_0-8k,Infant Cry,Seep,Seep,false,1
Qwen/Qwen2.5-Omni-7B,765458,full_0-8k,Infant Cry,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,799579,full_0-8k,Infant Cry,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,817109,full_0-8k,Infant Cry,Seep,Seep,false,1
Qwen/Qwen2.5-Omni-7B,9024,full_0-8k,Infant Cry,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,108998,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,202978,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,221515,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,223196,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,223206,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,223208,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,268974,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,285967,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,36485,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,377896,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,389438,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,395548,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,408631,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,508696,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,508775,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,508966,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,509009,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,509036,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,509047,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,509050,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,511620,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,525796,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,525942,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,527518,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,528688,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,536094,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,539354,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,54180,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,558541,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,582669,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,583172,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,584012,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,61472,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,631485,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,632863,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,638580,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,639491,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,647588,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,658275,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,669577,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,773651,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,788000,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,794666,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,822050,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,824405,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,851005,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,852264,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,857896,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,860537,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,862343,full_0-8k,Phee,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,211832,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,211974,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,212002,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,212106,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,212109,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,212110,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,212120,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,212127,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,212130,full_0-8k,Seep,Phee,Phee,false,1
Qwen/Qwen2.5-Omni-7B,223298,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,235891,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,294079,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,297892,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,303572,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,411252,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,414997,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,495081,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,508896,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,509065,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,523406,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,527437,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,533988,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,541326,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,556028,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,571992,full_0-8k,Seep,Seep,Seep,true,1
Qwen/Qwen2.5-Omni-7B,582662,full_0-8k,Seep,Seep,Seep,true,1
Qwen/Qwen2.5-Omni-7B,583884,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,584362,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,586064,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,617822,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,619623,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,622417,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,623382,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,631021,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,637669,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,652668,full_0-8k,Seep,Seep,Seep,true,1
Qwen/Qwen2.5-Omni-7B,655868,full_0-8k,Seep,Seep,Seep,true,1
Qwen/Qwen2.5-Omni-7B,667130,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,669272,full_0-8k,Seep,Seep,Seep,true,1
Qwen/Qwen2.5-Omni-7B,669273,full_0-8k,Seep,Seep,Seep,true,1
Qwen/Qwen2.5-Omni-7B,670290,full_0-8k,Seep,Phee,Phee,false,1
Qwen/Qwen2.5-Omni-7B,697899,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,734314,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,739815,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,741056,full_0-8k,Seep,Seep,Seep,true,1
Qwen/Qwen2.5-Omni-7B,769489,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,773125,full_0-8k,Seep,Seep,Seep,true,1
Qwen/Qwen2.5-Omni-7B,81191,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,857186,full_0-8k,Seep,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,866655,full_0-8k,Seep,Seep,Seep,true,1
Qwen/Qwen2.5-Omni-7B,161850,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,172015,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,195490,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,223144,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,238981,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,354379,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,397118,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,436313,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,456914,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,463226,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,470849,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,51436,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,515398,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,548798,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,549295,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,549995,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,56195,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,564626,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,572081,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,589438,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,592253,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,592365,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,592485,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,594023,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,622320,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,624712,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,630476,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,631448,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,638810,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,639917,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,666889,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,667042,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,667091,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,667312,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,668428,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,669075,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,691986,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,695230,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,707417,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,708875,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,714664,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,738495,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,762457,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,804279,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,805610,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,809280,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,827373,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,852107,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,867502,full_0-8k,Trill,Seep,Seep,false,1
Qwen/Qwen2.5-Omni-7B,867780,full_0-8k,Trill,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,110359,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,110581,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,122742,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,143307,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,170858,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,209834,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,209838,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,209851,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,209853,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,209876,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,209886,full_0-8k,Tsik,Seep,Seep,false,1
Qwen/Qwen2.5-Omni-7B,209893,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,209901,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,209905,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,209919,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,223371,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,31471,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,335642,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,423771,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,480809,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,508866,full_0-8k,Tsik,Seep,Seep,false,1
Qwen/Qwen2.5-Omni-7B,508903,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,50919,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,525735,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,526904,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,549904,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,558254,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,563468,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,610080,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,622312,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,631947,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,632037,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,636120,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,636151,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,642827,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,654915,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,663998,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,666571,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,667582,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,746198,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,753447,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,770853,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,784804,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,792714,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,804713,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,807122,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,816990,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,847877,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,853911,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,867489,full_0-8k,Tsik,Tsik,Tsik,true,1
Qwen/Qwen2.5-Omni-7B,137886,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,166603,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,174653,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,211769,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,223149,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,227303,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,241125,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,248263,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,248296,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,273977,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,274918,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,313999,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,363877,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,36522,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,400874,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,508636,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,508777,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,508992,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,509005,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,509026,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,509046,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,547929,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,550353,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,550482,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,556866,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,558285,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,592286,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,598781,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,600731,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,601927,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,602268,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,622758,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,624179,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,632381,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,651229,full_0-8k,Twitter,Tsik,Tsik,false,1
Qwen/Qwen2.5-Omni-7B,662800,full_0-8k,Twitter,Tsik,Tsik,false,1
