event_id,recording_id,target,prompt_name,prediction_mean,prediction_sum,correct_mean,correct_sum,candidate_scores_json
195490,2022_4_0,Trill,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.191603660583496,""mean_token_logprob"":-2.730534553527832,""token_logprobs"":[-8.191092491149902,-3.2186455882765586e-06,-0.0005086558521725237]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-0.8788627982139587,""mean_token_logprob"":-0.43943139910697937,""token_logprobs"":[-0.8788490891456604,-1.3708974620385561e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.8498691320419312,""mean_token_logprob"":-0.9249345660209656,""token_logprobs"":[-1.8498674631118774,-1.6689286894688848e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.750992774963379,""mean_token_logprob"":-3.3754963874816895,""token_logprobs"":[-3.0766396522521973,-3.6743531227111816]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-1.7837492227554321,""mean_token_logprob"":-0.8918746113777161,""token_logprobs"":[-1.7835479974746704,-0.0002012050390476361]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.8788490295410156,""mean_token_logprob"":-1.8788490295410156,""token_logprobs"":[-1.8788490295410156]}]"
195490,2022_4_0,Trill,definition,Twitter,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-6.445937633514404,""mean_token_logprob"":-2.1486458778381348,""token_logprobs"":[-6.445673942565918,-1.5497195136049413e-06,-0.000262106885202229]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.091534376144409,""mean_token_logprob"":-1.0457671880722046,""token_logprobs"":[-2.0914902687072754,-4.4225667807040736e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.6711795330047607,""mean_token_logprob"":-0.8355897665023804,""token_logprobs"":[-1.6711766719818115,-2.861018856492592e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.413521766662598,""mean_token_logprob"":-2.206760883331299,""token_logprobs"":[-2.9723403453826904,-1.4411811828613281]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-2.959977626800537,""mean_token_logprob"":-1.4799888134002686,""token_logprobs"":[-2.9599647521972656,-1.2993727978027891e-05]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.6539901494979858,""mean_token_logprob"":-0.6539901494979858,""token_logprobs"":[-0.6539901494979858]}]"
201275,2022_3_4,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.849882125854492,""mean_token_logprob"":-2.949960708618164,""token_logprobs"":[-8.849188804626465,-1.9073468138230965e-06,-0.0006910558440722525]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.4129680395126343,""mean_token_logprob"":-0.7064840197563171,""token_logprobs"":[-1.4129564762115479,-1.156323378381785e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.5219398736953735,""mean_token_logprob"":-0.7609699368476868,""token_logprobs"":[-1.5219389200210571,-9.536738616588991e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.176608085632324,""mean_token_logprob"":-3.088304042816162,""token_logprobs"":[-3.134782552719116,-3.041825532913208]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-1.508351445198059,""mean_token_logprob"":-0.7541757225990295,""token_logprobs"":[-1.5081632137298584,-0.00018821375851985067]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.6295732259750366,""mean_token_logprob"":-1.6295732259750366,""token_logprobs"":[-1.6295732259750366]}]"
201275,2022_3_4,Infant Cry,definition,Twitter,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-7.34423828125,""mean_token_logprob"":-2.4480794270833335,""token_logprobs"":[-7.343911170959473,-1.4305104514278355e-06,-0.00032574593205936253]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.82936954498291,""mean_token_logprob"":-1.414684772491455,""token_logprobs"":[-2.8293209075927734,-4.8636207793606445e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.576319694519043,""mean_token_logprob"":-0.7881598472595215,""token_logprobs"":[-1.576317310333252,-2.3841830625315197e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.243700981140137,""mean_token_logprob"":-2.6218504905700684,""token_logprobs"":[-3.3881402015686035,-1.8555606603622437]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.3206374645233154,""mean_token_logprob"":-1.6603187322616577,""token_logprobs"":[-3.320629119873047,-8.34461570775602e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.49143707752227783,""mean_token_logprob"":-0.49143707752227783,""token_logprobs"":[-0.49143707752227783]}]"
202978,2022_3_4,Phee,bare,Phee,Phee,true,true,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-9.146278381347656,""mean_token_logprob"":-3.0487594604492188,""token_logprobs"":[-9.145459175109863,-3.576272320060525e-06,-0.0008156548719853163]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.0482829809188843,""mean_token_logprob"":-0.5241414904594421,""token_logprobs"":[-1.0482720136642456,-1.0967194612021558e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.3396666049957275,""mean_token_logprob"":-0.6698333024978638,""token_logprobs"":[-1.3396656513214111,-9.536738616588991e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.540936470031738,""mean_token_logprob"":-3.270468235015869,""token_logprobs"":[-3.158377170562744,-3.382559061050415]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-1.8502278327941895,""mean_token_logprob"":-0.9251139163970947,""token_logprobs"":[-1.8501330614089966,-9.476689592702314e-05]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.8607720136642456,""mean_token_logprob"":-1.8607720136642456,""token_logprobs"":[-1.8607720136642456]}]"
202978,2022_3_4,Phee,definition,Twitter,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-7.643312454223633,""mean_token_logprob"":-2.5477708180745444,""token_logprobs"":[-7.643060207366943,-1.1920922133867862e-06,-0.000251142424531281]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.6182618141174316,""mean_token_logprob"":-1.3091309070587158,""token_logprobs"":[-2.618216037750244,-4.577531944960356e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.2847801446914673,""mean_token_logprob"":-0.6423900723457336,""token_logprobs"":[-1.2847787141799927,-1.4305104514278355e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.308215141296387,""mean_token_logprob"":-2.6541075706481934,""token_logprobs"":[-3.4990477561950684,-1.809167504310608]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.31008243560791,""mean_token_logprob"":-1.655041217803955,""token_logprobs"":[-3.3100743293762207,-8.106198947643861e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.5557159781455994,""mean_token_logprob"":-0.5557159781455994,""token_logprobs"":[-0.5557159781455994]}]"
205050,2022_10_0,Twitter,bare,Tsik,Tsik,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.902164459228516,""mean_token_logprob"":-2.967388153076172,""token_logprobs"":[-8.901467323303223,-3.576272320060525e-06,-0.0006932000978849828]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.326719045639038,""mean_token_logprob"":-0.663359522819519,""token_logprobs"":[-1.3267046213150024,-1.4424220353248529e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.9779725074768066,""mean_token_logprob"":-0.9889862537384033,""token_logprobs"":[-1.977970838546753,-1.6689286894688848e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.945978164672852,""mean_token_logprob"":-3.472989082336426,""token_logprobs"":[-3.230522871017456,-3.7154552936553955]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-1.0089796781539917,""mean_token_logprob"":-0.5044898390769958,""token_logprobs"":[-1.008758544921875,-0.00022110878489911556]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.961308240890503,""mean_token_logprob"":-1.961308240890503,""token_logprobs"":[-1.961308240890503]}]"
205050,2022_10_0,Twitter,definition,Twitter,Twitter,true,true,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-7.220231533050537,""mean_token_logprob"":-2.406743844350179,""token_logprobs"":[-7.2200117111206055,-1.1920922133867862e-06,-0.00021884430316276848]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.1420414447784424,""mean_token_logprob"":-1.0710207223892212,""token_logprobs"":[-2.141993522644043,-4.792098479811102e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.3726284503936768,""mean_token_logprob"":-0.6863142251968384,""token_logprobs"":[-1.3726269006729126,-1.5497195136049413e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.446091651916504,""mean_token_logprob"":-2.723045825958252,""token_logprobs"":[-3.1431896686553955,-2.3029022216796875]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-2.968555450439453,""mean_token_logprob"":-1.4842777252197266,""token_logprobs"":[-2.968550682067871,-4.768360213347478e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.6273514628410339,""mean_token_logprob"":-0.6273514628410339,""token_logprobs"":[-0.6273514628410339]}]"
209838,2022_12_0,Tsik,bare,Tsik,Tsik,true,true,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-10.860225677490234,""mean_token_logprob"":-3.620075225830078,""token_logprobs"":[-10.859583854675293,-3.4570634852570947e-06,-0.0006384003208950162]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-3.051421880722046,""mean_token_logprob"":-1.525710940361023,""token_logprobs"":[-3.0514047145843506,-1.7165990357170813e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-3.1807379722595215,""mean_token_logprob"":-1.5903689861297607,""token_logprobs"":[-3.1807363033294678,-1.7881377516459906e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-7.273918151855469,""mean_token_logprob"":-3.6369590759277344,""token_logprobs"":[-4.446911334991455,-2.8270065784454346]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-0.47555312514305115,""mean_token_logprob"":-0.23777656257152557,""token_logprobs"":[-0.47536981105804443,-0.0001833270798670128]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.4818440675735474,""mean_token_logprob"":-1.4818440675735474,""token_logprobs"":[-1.4818440675735474]}]"
209838,2022_12_0,Tsik,definition,Twitter,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-9.670331954956055,""mean_token_logprob"":-3.2234439849853516,""token_logprobs"":[-9.670125961303711,-1.0728830375228426e-06,-0.00020489977032411844]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-3.5719356536865234,""mean_token_logprob"":-1.7859678268432617,""token_logprobs"":[-3.5718915462493896,-4.4225667807040736e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-2.6200578212738037,""mean_token_logprob"":-1.3100289106369019,""token_logprobs"":[-2.620056390762329,-1.5497195136049413e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.083470344543457,""mean_token_logprob"":-2.5417351722717285,""token_logprobs"":[-3.6410393714904785,-1.442430853843689]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.644912004470825,""mean_token_logprob"":-1.8224560022354126,""token_logprobs"":[-3.6449053287506104,-6.794906312279636e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.20342060923576355,""mean_token_logprob"":-0.20342060923576355,""token_logprobs"":[-0.20342060923576355]}]"
