event_id,recording_id,target,prompt_name,prediction_mean,prediction_sum,correct_mean,correct_sum,candidate_scores_json
221925,2022_3_5,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-7.55916690826416,""mean_token_logprob"":-2.51972230275472,""token_logprobs"":[-7.558866500854492,-1.7881377516459906e-06,-0.00029845553217455745]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-0.9505941867828369,""mean_token_logprob"":-0.47529709339141846,""token_logprobs"":[-0.950585126876831,-9.059865078597795e-06]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.3108664751052856,""mean_token_logprob"":-0.6554332375526428,""token_logprobs"":[-1.3108654022216797,-1.0728830375228426e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-7.256523132324219,""mean_token_logprob"":-3.6282615661621094,""token_logprobs"":[-3.133230686187744,-4.123292446136475]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-2.369002342224121,""mean_token_logprob"":-1.1845011711120605,""token_logprobs"":[-2.36893892288208,-6.341733387671411e-05]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.703875184059143,""mean_token_logprob"":-1.703875184059143,""token_logprobs"":[-1.703875184059143]}]"
221925,2022_3_5,Infant Cry,definition,Twitter,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-6.430261611938477,""mean_token_logprob"":-2.1434205373128257,""token_logprobs"":[-6.430027961730957,-1.0728830375228426e-06,-0.0002329078270122409]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.4859631061553955,""mean_token_logprob"":-1.2429815530776978,""token_logprobs"":[-2.4859261512756348,-3.707340147229843e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.5696260929107666,""mean_token_logprob"":-0.7848130464553833,""token_logprobs"":[-1.5696241855621338,-1.9073468138230965e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.237649917602539,""mean_token_logprob"":-3.1188249588012695,""token_logprobs"":[-3.1097817420959473,-3.1278679370880127]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.2643234729766846,""mean_token_logprob"":-1.6321617364883423,""token_logprobs"":[-3.2643136978149414,-9.894321920000948e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.5148175358772278,""mean_token_logprob"":-0.5148175358772278,""token_logprobs"":[-0.5148175358772278]}]"
223069,2019_12_0,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-7.457696437835693,""mean_token_logprob"":-2.485898812611898,""token_logprobs"":[-7.457036972045898,-2.145764938177308e-06,-0.0006574614671990275]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-0.5912587642669678,""mean_token_logprob"":-0.2956293821334839,""token_logprobs"":[-0.5912493467330933,-9.417489309271332e-06]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.7479543685913086,""mean_token_logprob"":-0.8739771842956543,""token_logprobs"":[-1.7479535341262817,-8.344646857949556e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.77664852142334,""mean_token_logprob"":-3.38832426071167,""token_logprobs"":[-3.7706198692321777,-3.006028413772583]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-2.0442776679992676,""mean_token_logprob"":-1.0221388339996338,""token_logprobs"":[-2.0441603660583496,-0.0001174142598756589]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-2.3355631828308105,""mean_token_logprob"":-2.3355631828308105,""token_logprobs"":[-2.3355631828308105]}]"
223069,2019_12_0,Infant Cry,definition,Seep,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-5.631303310394287,""mean_token_logprob"":-1.8771011034647624,""token_logprobs"":[-5.63102388381958,-1.0728830375228426e-06,-0.0002783149539027363]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.2492148876190186,""mean_token_logprob"":-1.1246074438095093,""token_logprobs"":[-2.249175786972046,-3.9219088648678735e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.209890604019165,""mean_token_logprob"":-0.6049453020095825,""token_logprobs"":[-1.20988929271698,-1.311301275563892e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.602057456970215,""mean_token_logprob"":-2.8010287284851074,""token_logprobs"":[-3.749560832977295,-1.85249662399292]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.0754523277282715,""mean_token_logprob"":-1.5377261638641357,""token_logprobs"":[-3.0754425525665283,-9.894321920000948e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.7157280445098877,""mean_token_logprob"":-0.7157280445098877,""token_logprobs"":[-0.7157280445098877]}]"
223077,2019_12_0,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-6.997827529907227,""mean_token_logprob"":-2.332609176635742,""token_logprobs"":[-6.99732780456543,-2.7418097943154862e-06,-0.0004967409186065197]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.0891491174697876,""mean_token_logprob"":-0.5445745587348938,""token_logprobs"":[-1.0891375541687012,-1.156323378381785e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.7683216333389282,""mean_token_logprob"":-0.8841608166694641,""token_logprobs"":[-1.7683206796646118,-9.536738616588991e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.531572341918945,""mean_token_logprob"":-3.2657861709594727,""token_logprobs"":[-3.4157769680023193,-3.115795612335205]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-1.3921722173690796,""mean_token_logprob"":-0.6960861086845398,""token_logprobs"":[-1.392073154449463,-9.905801562126726e-05]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.6191630363464355,""mean_token_logprob"":-1.6191630363464355,""token_logprobs"":[-1.6191630363464355]}]"
223077,2019_12_0,Infant Cry,definition,Twitter,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-5.573248386383057,""mean_token_logprob"":-1.8577494621276855,""token_logprobs"":[-5.572971820831299,-1.0728830375228426e-06,-0.00027569307712838054]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.7716622352600098,""mean_token_logprob"":-1.3858311176300049,""token_logprobs"":[-2.7716097831726074,-5.245071224635467e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.5705389976501465,""mean_token_logprob"":-0.7852694988250732,""token_logprobs"":[-1.5705370903015137,-1.9073468138230965e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.292850494384766,""mean_token_logprob"":-2.646425247192383,""token_logprobs"":[-3.493795394897461,-1.7990549802780151]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.149064064025879,""mean_token_logprob"":-1.5745320320129395,""token_logprobs"":[-3.1490578651428223,-6.318072337307967e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.5254812836647034,""mean_token_logprob"":-0.5254812836647034,""token_logprobs"":[-0.5254812836647034]}]"
223247,2019_12_0,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-9.167469024658203,""mean_token_logprob"":-3.055823008219401,""token_logprobs"":[-9.16674518585205,-6.556489552167477e-06,-0.0007173825288191438]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.1881049871444702,""mean_token_logprob"":-0.5940524935722351,""token_logprobs"":[-1.1880931854248047,-1.1801649634435307e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.3429124355316162,""mean_token_logprob"":-0.6714562177658081,""token_logprobs"":[-1.3429113626480103,-1.0728830375228426e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.884364128112793,""mean_token_logprob"":-2.9421820640563965,""token_logprobs"":[-3.5303897857666016,-2.3539743423461914]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-1.2892054319381714,""mean_token_logprob"":-0.6446027159690857,""token_logprobs"":[-1.2890968322753906,-0.00010859376925509423]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-2.3250224590301514,""mean_token_logprob"":-2.3250224590301514,""token_logprobs"":[-2.3250224590301514]}]"
223247,2019_12_0,Infant Cry,definition,Seep,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-7.148430824279785,""mean_token_logprob"":-2.3828102747599282,""token_logprobs"":[-7.147970199584961,-2.264974000354414e-06,-0.0004580163804348558]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.4148590564727783,""mean_token_logprob"":-1.2074295282363892,""token_logprobs"":[-2.4148058891296387,-5.3165931603871286e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.0463342666625977,""mean_token_logprob"":-0.5231671333312988,""token_logprobs"":[-1.0463324785232544,-1.7881377516459906e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.291512489318848,""mean_token_logprob"":-2.645756244659424,""token_logprobs"":[-3.362715244293213,-1.9287971258163452]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-2.8734097480773926,""mean_token_logprob"":-1.4367048740386963,""token_logprobs"":[-2.8733980655670166,-1.168244216387393e-05]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.7075424790382385,""mean_token_logprob"":-0.7075424790382385,""token_logprobs"":[-0.7075424790382385]}]"
223262,2019_12_0,Infant Cry,bare,Seep,Seep,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-9.264925956726074,""mean_token_logprob"":-3.088308652242025,""token_logprobs"":[-9.264225959777832,-2.7418097943154862e-06,-0.0006972504197619855]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.1337188482284546,""mean_token_logprob"":-0.5668594241142273,""token_logprobs"":[-1.1337085962295532,-1.0251946150674485e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.033339262008667,""mean_token_logprob"":-0.5166696310043335,""token_logprobs"":[-1.0333387851715088,-4.768370445162873e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.221597194671631,""mean_token_logprob"":-3.1107985973358154,""token_logprobs"":[-3.4112138748168945,-2.8103833198547363]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-2.025053024291992,""mean_token_logprob"":-1.012526512145996,""token_logprobs"":[-2.0248396396636963,-0.0002134810492862016]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-2.1840829849243164,""mean_token_logprob"":-2.1840829849243164,""token_logprobs"":[-2.1840829849243164]}]"
223262,2019_12_0,Infant Cry,definition,Seep,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-6.684206008911133,""mean_token_logprob"":-2.2280686696370444,""token_logprobs"":[-6.683958053588867,-1.4305104514278355e-06,-0.00024637524620629847]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.5734331607818604,""mean_token_logprob"":-1.2867165803909302,""token_logprobs"":[-2.5733842849731445,-4.8993817472364753e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-0.9618697166442871,""mean_token_logprob"":-0.48093485832214355,""token_logprobs"":[-0.9618673324584961,-2.3841830625315197e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.591442108154297,""mean_token_logprob"":-2.7957210540771484,""token_logprobs"":[-3.1942155361175537,-2.397226333618164]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.226811647415161,""mean_token_logprob"":-1.6134058237075806,""token_logprobs"":[-3.2268028259277344,-8.940656698541716e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.8767866492271423,""mean_token_logprob"":-0.8767866492271423,""token_logprobs"":[-0.8767866492271423]}]"
